Brand,Voucher Details,Expiry Date,Time,Code,Offer Details,Terms & Conditions,Steps to avail,About the brand,Product GUID,Value,Product Service Name,Product Code
Taj Hotels,N/A,N/A,N/A,N/A,N/A,"1.Taj Experiences Gift Cards/eGift cards, herewith referred to as card/s, are issued by The Indian Hotels Company Limited, hereinafter referred to as Taj / the company.
2.To check balance and validity, please visit www.tajhotels.com/giftcards and input the Card Number in the ‘Check Balance’ section.
3.The card balance may be redeemed for spends towards rooms, food and beverages, spa and other services and applicable taxes without restrictions at Taj, Selections and Vivanta hotels and Ama Trails & Stays in India, except for retail spends at third-party outlets, business centre equipment hire, hired services from third party sources, or expenses of a personal nature for which a pay-out is raised such as buying medicines, repairs of personal items, etc. This does not include Ginger Hotels.
4.Cards can be redeemed for all valid spends at that hotel and at Taj Reservations Worldwide for prepaid room reservations.
5.Multiple transactions can be performed on the cards until the value of the card is exhausted.
6.Should your purchase value exceed the card value, the differential amount of such purchase may be loaded on the card or should be paid at the point of sale in cash or through an accepted credit or debit card, at the time of making such purchase.
7.A valid card in its original form or e-mail must be presented at the time of availing a service.
8.For prepaid room reservations at Taj Reservations Worldwide the card number and PIN must be quoted when making the reservation. The entire amount must be paid via the card to secure the reservation. In case the card balance is less than the due amount, the card may be reloaded on www.tajhotels.com/giftcards before processing the reservation. Standard cancellation policies would apply. Please contact Taj Reservations Worldwide to process any eligible refunds from cancellations on your Card.
9.The card shall not be valid for use at any other service establishment or for withdrawal of cash.
10.No refund, replacement or cash back would be considered against the card. Once a card is issued, the company will not entertain any request for cancellation. Any defaced, torn, altered, spoiled or cancelled card is deemed invalid and shall not be accepted.
11.Taj Experiences Cards are cash equivalent bearer cards. The company is not responsible for and will not replace lost or stolen cards.
12.Redemption of the card by its bearer shall be valid discharge of the company's liabilities in respect of the card.
13.Any dispute needs to be referred to The Indian Hotels Company Limited and the decision of the company shall be final.
14.Any further dispute related to the card shall be subject to the exclusive jurisdiction of courts at Mumbai.
15.The card is subject to applicable laws. The company, purchaser and the card bearer shall comply with all applicable laws promulgated by any statutory/judicial/competent authority from time to time in this regard.
16.The company reserves the entitlement to amend these terms and conditions from time to time. Any change in these terms and conditions can be viewed on our website.
For any other queries, please call Taj Reservations Worldwide at 1800-111-825 or +91-22-6601-1825 or e-mail reservations@tajhotels.com","Step 1-
-Visit Taj listed outlets Taj, SeleQtions, Vivanta hotels and Ama Trails & Stays in India

-This does not include Ginger Hotels

Step 2-
-Select your choice of services

-For prepaid room reservations at Taj Reservations Worldwide share the card number and PIN at the reception

Step 3-
-You can make the balance payment by any other payment mode

-A valid card in its original form or e-mail must be presented at the time of availing a service","Introducing Taj Experiences – our new gift card. Through this card, your privileged recipient can enjoy stays, dining, spa appointments, and many more indulgences at any Taj Hotel in India.",653F36BD-5AD2-4CBF-9F3B-A88C420DE504,1000,Taj Hotels INR 1000,THGV1000
Taj Hotels,N/A,N/A,N/A,N/A,N/A,"1.Taj Experiences Gift Cards/eGift cards, herewith referred to as card/s, are issued by The Indian Hotels Company Limited, hereinafter referred to as Taj / the company.
2.To check balance and validity, please visit www.tajhotels.com/giftcards and input the Card Number in the ‘Check Balance’ section.
3.The card balance may be redeemed for spends towards rooms, food and beverages, spa and other services and applicable taxes without restrictions at Taj, Selections and Vivanta hotels and Ama Trails & Stays in India, except for retail spends at third-party outlets, business centre equipment hire, hired services from third party sources, or expenses of a personal nature for which a pay-out is raised such as buying medicines, repairs of personal items, etc. This does not include Ginger Hotels.
4.Cards can be redeemed for all valid spends at that hotel and at Taj Reservations Worldwide for prepaid room reservations.
5.Multiple transactions can be performed on the cards until the value of the card is exhausted.
6.Should your purchase value exceed the card value, the differential amount of such purchase may be loaded on the card or should be paid at the point of sale in cash or through an accepted credit or debit card, at the time of making such purchase.
7.A valid card in its original form or e-mail must be presented at the time of availing a service.
8.For prepaid room reservations at Taj Reservations Worldwide the card number and PIN must be quoted when making the reservation. The entire amount must be paid via the card to secure the reservation. In case the card balance is less than the due amount, the card may be reloaded on www.tajhotels.com/giftcards before processing the reservation. Standard cancellation policies would apply. Please contact Taj Reservations Worldwide to process any eligible refunds from cancellations on your Card.
9.The card shall not be valid for use at any other service establishment or for withdrawal of cash.
10.No refund, replacement or cash back would be considered against the card. Once a card is issued, the company will not entertain any request for cancellation. Any defaced, torn, altered, spoiled or cancelled card is deemed invalid and shall not be accepted.
11.Taj Experiences Cards are cash equivalent bearer cards. The company is not responsible for and will not replace lost or stolen cards.
12.Redemption of the card by its bearer shall be valid discharge of the company's liabilities in respect of the card.
13.Any dispute needs to be referred to The Indian Hotels Company Limited and the decision of the company shall be final.
14.Any further dispute related to the card shall be subject to the exclusive jurisdiction of courts at Mumbai.
15.The card is subject to applicable laws. The company, purchaser and the card bearer shall comply with all applicable laws promulgated by any statutory/judicial/competent authority from time to time in this regard.
16.The company reserves the entitlement to amend these terms and conditions from time to time. Any change in these terms and conditions can be viewed on our website.
For any other queries, please call Taj Reservations Worldwide at 1800-111-825 or +91-22-6601-1825 or e-mail reservations@tajhotels.com","Step 1-
-Visit Taj listed outlets Taj, SeleQtions, Vivanta hotels and Ama Trails & Stays in India

-This does not include Ginger Hotels

Step 2-
-Select your choice of services

-For prepaid room reservations at Taj Reservations Worldwide share the card number and PIN at the reception

Step 3-
-You can make the balance payment by any other payment mode

-A valid card in its original form or e-mail must be presented at the time of availing a service","Introducing Taj Experiences – our new gift card. Through this card, your privileged recipient can enjoy stays, dining, spa appointments, and many more indulgences at any Taj Hotel in India.",8F100A43-4B19-43F3-A5BD-E538D52EB7C9,3000,Taj Hotels INR 3000,THGV3000
Yatra.com,N/A,N/A,N/A,N/A,N/A,"1.These EGVs are valid for 6 months from the date of issue. (Validity date will be mentioned).
2.These EGVs are valid for booking on – Flights (Domestic/International), Hotels/ Buses (Domestic), Holidays (Domestic/International) only at Yatra.com.
3.EGVs are valid for ONE time transaction only.
4.EGVs can be used Online for booking of Flights (domestic/international), Hotels (domestic) &Buses (domestic) individually.
5.EGVs are Cumulative, i.e. 2 or more vouchers can be clubbed together to make a single booking. However, Cumulative redemption is possible Offline only (by calling 0124-4883876/0124-4883877 between 10AM to 7PM)
6.Buses (domestic) can be redeemed online only.
7.Holidays (domestic/international) can be redeemed offline only by calling 0124-4883876/0124-4883877 10AM to 7PM (all seven days).
8.User has to apply / quote the unique EGV number at the time of booking to avail the benefits.
9.Any applicable convenience fee/processing fee/excess tour cost/ government taxes shall be payable at the time of booking (Only if the package cost exceed the EGV value)
10.If an EGV is lost or stolen, Yatra will not be liable for replacement or Compensation.
11.This EGV cannot be clubbed with any other ongoing offer discount/cash back/promotion run by Yatra.com.
12.No additional Discount / reduction in the price will be entertained other than the offer mentioned on the EGVs.
13.If a purchase is less than the value of the EGV, then customer can avail the discount maximum up to the value of the purchase only. Balance EGV amount will be forfeited and customer will have to pay Re.1 to complete the transaction.
14.If a purchase is equal to the value of the EGV, then customer will have to pay Re.1 to complete the transaction.
15.If a purchase is more than the value of the EGV, then balance amount can be paid through Net Banking, card (debit/credit cards), Mobile Wallet or Consumer can pay balance amount through another EGV through offline mode of redemption only (in case Consumer has more than one EGV) e.g. if Consumer wishes to redeem an EGV against the booking of Rs. 5,500 then he can use a Rs. 5,000/- EGV and the balance amount of Rs. 500/- can be paid by Net Banking/card/ Mobile Wallet or by using another EGV (through offline mode of redemption).
16.Confirmation of any booking will be subject to availability at the time of booking and will be governed by the standard booking terms & conditions of Yatra.com.
17.Yatra.com is not liable to pay for any difference in fare/tariff between date of redemption request placement and date of using EGV during booking.
18.No change or cash can be taken in exchange of this EGV.
19.In case of cancellations, EGV amount will not be refunded back to the customer.
20.All the terms and conditions of the EGV as given hereof and standard terms and conditions, user agreement, privacy policy (subject to change) of Yatra.com as mentioned in the website www.yatra.com and the terms and conditions of the respective airline/ hotel /resort/other service provider shall be applicable on the Customer.
21.Any legal disputes, whatsoever regarding any aspect of the promotion shall be handled in the jurisdiction of the courts in Gurgaon, Haryana only.
Note:- For any help on how to use the voucher please call on 0124-4883876/0124-4883877.","Visit : https://www.yatra.com/ and And make your travel plans
Click on Book Now
Enter your personal information & press Proceed To Payment & Select Gift Vouchers from Payment Options.
Enter Gift Card Number & press Redeem Gift Card.The remaining amount (if any) can be paid via any other payment method.","When it comes to booking travel-services online, customers prefer Yatra. The reason is simple. Yatra offers the cheapest options for booking air and train tickets. Rooms in domestic or international hotels, Yatra has the most competitive prices. Yatra gift cards and gift vouchers make for a hassle-free shopping experience from their website.",7722A8E4-4B15-4755-8F79-98928A050EB7,5000,Yatra.com- General INR 5000,YGTV5000
Yatra.com,N/A,N/A,N/A,N/A,N/A,"1.These EGVs are valid for 6 months from the date of issue. (Validity date will be mentioned).
2.These EGVs are valid for booking on – Flights (Domestic/International), Hotels/ Buses (Domestic), Holidays (Domestic/International) only at Yatra.com.
3.EGVs are valid for ONE time transaction only.
4.EGVs can be used Online for booking of Flights (domestic/international), Hotels (domestic) &Buses (domestic) individually.
5.EGVs are Cumulative, i.e. 2 or more vouchers can be clubbed together to make a single booking. However, Cumulative redemption is possible Offline only (by calling 0124-4883876/0124-4883877 between 10AM to 7PM)
6.Buses (domestic) can be redeemed online only.
7.Holidays (domestic/international) can be redeemed offline only by calling 0124-4883876/0124-4883877 10AM to 7PM (all seven days).
8.User has to apply / quote the unique EGV number at the time of booking to avail the benefits.
9.Any applicable convenience fee/processing fee/excess tour cost/ government taxes shall be payable at the time of booking (Only if the package cost exceed the EGV value)
10.If an EGV is lost or stolen, Yatra will not be liable for replacement or Compensation.
11.This EGV cannot be clubbed with any other ongoing offer discount/cash back/promotion run by Yatra.com.
12.No additional Discount / reduction in the price will be entertained other than the offer mentioned on the EGVs.
13.If a purchase is less than the value of the EGV, then customer can avail the discount maximum up to the value of the purchase only. Balance EGV amount will be forfeited and customer will have to pay Re.1 to complete the transaction.
14.If a purchase is equal to the value of the EGV, then customer will have to pay Re.1 to complete the transaction.
15.If a purchase is more than the value of the EGV, then balance amount can be paid through Net Banking, card (debit/credit cards), Mobile Wallet or Consumer can pay balance amount through another EGV through offline mode of redemption only (in case Consumer has more than one EGV) e.g. if Consumer wishes to redeem an EGV against the booking of Rs. 5,500 then he can use a Rs. 5,000/- EGV and the balance amount of Rs. 500/- can be paid by Net Banking/card/ Mobile Wallet or by using another EGV (through offline mode of redemption).
16.Confirmation of any booking will be subject to availability at the time of booking and will be governed by the standard booking terms & conditions of Yatra.com.
17.Yatra.com is not liable to pay for any difference in fare/tariff between date of redemption request placement and date of using EGV during booking.
18.No change or cash can be taken in exchange of this EGV.
19.In case of cancellations, EGV amount will not be refunded back to the customer.
20.All the terms and conditions of the EGV as given hereof and standard terms and conditions, user agreement, privacy policy (subject to change) of Yatra.com as mentioned in the website www.yatra.com and the terms and conditions of the respective airline/ hotel /resort/other service provider shall be applicable on the Customer.
21.Any legal disputes, whatsoever regarding any aspect of the promotion shall be handled in the jurisdiction of the courts in Gurgaon, Haryana only.
Note:- For any help on how to use the voucher please call on 0124-4883876/0124-4883877.","Visit : https://www.yatra.com/ and And make your travel plans
Click on Book Now
Enter your personal information & press Proceed To Payment & Select Gift Vouchers from Payment Options.
Enter Gift Card Number & press Redeem Gift Card.The remaining amount (if any) can be paid via any other payment method.","When it comes to booking travel-services online, customers prefer Yatra. The reason is simple. Yatra offers the cheapest options for booking air and train tickets. Rooms in domestic or international hotels, Yatra has the most competitive prices. Yatra gift cards and gift vouchers make for a hassle-free shopping experience from their website.",1B8E99C5-117F-4B89-9310-F6A38ECC760F,1000,Yatra.com- General INR 1000,YGTV1000
Yatra.com,N/A,N/A,N/A,N/A,N/A,"1.These EGVs are valid for 6 months from the date of issue. (Validity date will be mentioned).
2.These EGVs are valid for booking on – Flights (Domestic/International), Hotels/ Buses (Domestic), Holidays (Domestic/International) only at Yatra.com.
3.EGVs are valid for ONE time transaction only.
4.EGVs can be used Online for booking of Flights (domestic/international), Hotels (domestic) &Buses (domestic) individually.
5.EGVs are Cumulative, i.e. 2 or more vouchers can be clubbed together to make a single booking. However, Cumulative redemption is possible Offline only (by calling 0124-4883876/0124-4883877 between 10AM to 7PM)
6.Buses (domestic) can be redeemed online only.
7.Holidays (domestic/international) can be redeemed offline only by calling 0124-4883876/0124-4883877 10AM to 7PM (all seven days).
8.User has to apply / quote the unique EGV number at the time of booking to avail the benefits.
9.Any applicable convenience fee/processing fee/excess tour cost/ government taxes shall be payable at the time of booking (Only if the package cost exceed the EGV value)
10.If an EGV is lost or stolen, Yatra will not be liable for replacement or Compensation.
11.This EGV cannot be clubbed with any other ongoing offer discount/cash back/promotion run by Yatra.com.
12.No additional Discount / reduction in the price will be entertained other than the offer mentioned on the EGVs.
13.If a purchase is less than the value of the EGV, then customer can avail the discount maximum up to the value of the purchase only. Balance EGV amount will be forfeited and customer will have to pay Re.1 to complete the transaction.
14.If a purchase is equal to the value of the EGV, then customer will have to pay Re.1 to complete the transaction.
15.If a purchase is more than the value of the EGV, then balance amount can be paid through Net Banking, card (debit/credit cards), Mobile Wallet or Consumer can pay balance amount through another EGV through offline mode of redemption only (in case Consumer has more than one EGV) e.g. if Consumer wishes to redeem an EGV against the booking of Rs. 5,500 then he can use a Rs. 5,000/- EGV and the balance amount of Rs. 500/- can be paid by Net Banking/card/ Mobile Wallet or by using another EGV (through offline mode of redemption).
16.Confirmation of any booking will be subject to availability at the time of booking and will be governed by the standard booking terms & conditions of Yatra.com.
17.Yatra.com is not liable to pay for any difference in fare/tariff between date of redemption request placement and date of using EGV during booking.
18.No change or cash can be taken in exchange of this EGV.
19.In case of cancellations, EGV amount will not be refunded back to the customer.
20.All the terms and conditions of the EGV as given hereof and standard terms and conditions, user agreement, privacy policy (subject to change) of Yatra.com as mentioned in the website www.yatra.com and the terms and conditions of the respective airline/ hotel /resort/other service provider shall be applicable on the Customer.
21.Any legal disputes, whatsoever regarding any aspect of the promotion shall be handled in the jurisdiction of the courts in Gurgaon, Haryana only.
Note:- For any help on how to use the voucher please call on 0124-4883876/0124-4883877.","Visit : https://www.yatra.com/ and And make your travel plans
Click on Book Now
Enter your personal information & press Proceed To Payment & Select Gift Vouchers from Payment Options.
Enter Gift Card Number & press Redeem Gift Card.The remaining amount (if any) can be paid via any other payment method.","When it comes to booking travel-services online, customers prefer Yatra. The reason is simple. Yatra offers the cheapest options for booking air and train tickets. Rooms in domestic or international hotels, Yatra has the most competitive prices. Yatra gift cards and gift vouchers make for a hassle-free shopping experience from their website.",B11B59BE-CF5B-4080-9FC9-6E99431CE9F2,2500,Yatra.com- General INR 2500,YGTV2500
Yatra.com,N/A,N/A,N/A,N/A,N/A,"1.These EGVs are valid for 6 months from the date of issue. (Validity date will be mentioned).
2.These EGVs are valid for booking on – Flights (Domestic/International), Hotels/ Buses (Domestic), Holidays (Domestic/International) only at Yatra.com.
3.EGVs are valid for ONE time transaction only.
4.EGVs can be used Online for booking of Flights (domestic/international), Hotels (domestic) &Buses (domestic) individually.
5.EGVs are Cumulative, i.e. 2 or more vouchers can be clubbed together to make a single booking. However, Cumulative redemption is possible Offline only (by calling 0124-4883876/0124-4883877 between 10AM to 7PM)
6.Buses (domestic) can be redeemed online only.
7.Holidays (domestic/international) can be redeemed offline only by calling 0124-4883876/0124-4883877 10AM to 7PM (all seven days).
8.User has to apply / quote the unique EGV number at the time of booking to avail the benefits.
9.Any applicable convenience fee/processing fee/excess tour cost/ government taxes shall be payable at the time of booking (Only if the package cost exceed the EGV value)
10.If an EGV is lost or stolen, Yatra will not be liable for replacement or Compensation.
11.This EGV cannot be clubbed with any other ongoing offer discount/cash back/promotion run by Yatra.com.
12.No additional Discount / reduction in the price will be entertained other than the offer mentioned on the EGVs.
13.If a purchase is less than the value of the EGV, then customer can avail the discount maximum up to the value of the purchase only. Balance EGV amount will be forfeited and customer will have to pay Re.1 to complete the transaction.
14.If a purchase is equal to the value of the EGV, then customer will have to pay Re.1 to complete the transaction.
15.If a purchase is more than the value of the EGV, then balance amount can be paid through Net Banking, card (debit/credit cards), Mobile Wallet or Consumer can pay balance amount through another EGV through offline mode of redemption only (in case Consumer has more than one EGV) e.g. if Consumer wishes to redeem an EGV against the booking of Rs. 5,500 then he can use a Rs. 5,000/- EGV and the balance amount of Rs. 500/- can be paid by Net Banking/card/ Mobile Wallet or by using another EGV (through offline mode of redemption).
16.Confirmation of any booking will be subject to availability at the time of booking and will be governed by the standard booking terms & conditions of Yatra.com.
17.Yatra.com is not liable to pay for any difference in fare/tariff between date of redemption request placement and date of using EGV during booking.
18.No change or cash can be taken in exchange of this EGV.
19.In case of cancellations, EGV amount will not be refunded back to the customer.
20.All the terms and conditions of the EGV as given hereof and standard terms and conditions, user agreement, privacy policy (subject to change) of Yatra.com as mentioned in the website www.yatra.com and the terms and conditions of the respective airline/ hotel /resort/other service provider shall be applicable on the Customer.
21.Any legal disputes, whatsoever regarding any aspect of the promotion shall be handled in the jurisdiction of the courts in Gurgaon, Haryana only.
Note:- For any help on how to use the voucher please call on 0124-4883876/0124-4883877.","Visit : https://www.yatra.com/ and And make your travel plans
Click on Book Now
Enter your personal information & press Proceed To Payment & Select Gift Vouchers from Payment Options.
Enter Gift Card Number & press Redeem Gift Card.The remaining amount (if any) can be paid via any other payment method.","When it comes to booking travel-services online, customers prefer Yatra. The reason is simple. Yatra offers the cheapest options for booking air and train tickets. Rooms in domestic or international hotels, Yatra has the most competitive prices. Yatra gift cards and gift vouchers make for a hassle-free shopping experience from their website.",1CBBF0A8-34BC-427C-994E-E837EC25596D,500,Yatra.com- General INR 500,YGTV500
Yatra.com,N/A,N/A,N/A,N/A,N/A,"1.These EGVs are valid for 6 months from the date of issue. (Validity date will be mentioned).
2.These EGVs are valid for booking on – Flights (Domestic/International), Hotels/ Buses (Domestic), Holidays (Domestic/International) only at Yatra.com.
3.EGVs are valid for ONE time transaction only.
4.EGVs can be used Online for booking of Flights (domestic/international), Hotels (domestic) &Buses (domestic) individually.
5.EGVs are Cumulative, i.e. 2 or more vouchers can be clubbed together to make a single booking. However, Cumulative redemption is possible Offline only (by calling 0124-4883876/0124-4883877 between 10AM to 7PM)
6.Buses (domestic) can be redeemed online only.
7.Holidays (domestic/international) can be redeemed offline only by calling 0124-4883876/0124-4883877 10AM to 7PM (all seven days).
8.User has to apply / quote the unique EGV number at the time of booking to avail the benefits.
9.Any applicable convenience fee/processing fee/excess tour cost/ government taxes shall be payable at the time of booking (Only if the package cost exceed the EGV value)
10.If an EGV is lost or stolen, Yatra will not be liable for replacement or Compensation.
11.This EGV cannot be clubbed with any other ongoing offer discount/cash back/promotion run by Yatra.com.
12.No additional Discount / reduction in the price will be entertained other than the offer mentioned on the EGVs.
13.If a purchase is less than the value of the EGV, then customer can avail the discount maximum up to the value of the purchase only. Balance EGV amount will be forfeited and customer will have to pay Re.1 to complete the transaction.
14.If a purchase is equal to the value of the EGV, then customer will have to pay Re.1 to complete the transaction.
15.If a purchase is more than the value of the EGV, then balance amount can be paid through Net Banking, card (debit/credit cards), Mobile Wallet or Consumer can pay balance amount through another EGV through offline mode of redemption only (in case Consumer has more than one EGV) e.g. if Consumer wishes to redeem an EGV against the booking of Rs. 5,500 then he can use a Rs. 5,000/- EGV and the balance amount of Rs. 500/- can be paid by Net Banking/card/ Mobile Wallet or by using another EGV (through offline mode of redemption).
16.Confirmation of any booking will be subject to availability at the time of booking and will be governed by the standard booking terms & conditions of Yatra.com.
17.Yatra.com is not liable to pay for any difference in fare/tariff between date of redemption request placement and date of using EGV during booking.
18.No change or cash can be taken in exchange of this EGV.
19.In case of cancellations, EGV amount will not be refunded back to the customer.
20.All the terms and conditions of the EGV as given hereof and standard terms and conditions, user agreement, privacy policy (subject to change) of Yatra.com as mentioned in the website www.yatra.com and the terms and conditions of the respective airline/ hotel /resort/other service provider shall be applicable on the Customer.
21.Any legal disputes, whatsoever regarding any aspect of the promotion shall be handled in the jurisdiction of the courts in Gurgaon, Haryana only.
Note:- For any help on how to use the voucher please call on 0124-4883876/0124-4883877.","Visit : https://www.yatra.com/ and And make your travel plans
Click on Book Now
Enter your personal information & press Proceed To Payment & Select Gift Vouchers from Payment Options.
Enter Gift Card Number & press Redeem Gift Card.The remaining amount (if any) can be paid via any other payment method.","When it comes to booking travel-services online, customers prefer Yatra. The reason is simple. Yatra offers the cheapest options for booking air and train tickets. Rooms in domestic or international hotels, Yatra has the most competitive prices. Yatra gift cards and gift vouchers make for a hassle-free shopping experience from their website.",E69F6E61-668E-41AB-88D0-844DF92A2A5A,2000,Yatra.com- General INR 2000,YGTV2000
Flipkart,N/A,N/A,N/A,N/A,N/A,"What Terms & Conditions apply to e-Gift Vouchers?
1.Flipkart.com e-Gift Vouchers (EGV) are issued by QwikCilver Solutions. QwikCilver is a private limited company incorporated under the laws of India, and is the issuer of Gift Cards/Vouchers.
2.The e-Gift Vouchers (EGV) can be redeemed online against Sellers listed on www.flipkart.com only.
3.EGVs can be redeemed by selecting the payment mode as e-Gift Voucher. They can NOT be used to purchase Flipkart First subscriptions.
4.EGVs cannot be used to purchase other EGVs.
5.If the order value exceeds the EGV amount, the balance must be paid by Credit Card/Debit Card/Internet Banking.Cash on Delivery payment option cannot be used to pay the balance amount.
6.If the order value is less than the amount of the EGV, the outstanding balance (after deduction of order value) will reflect under the same EGV.
7.EGVs and their corresponding unused balance will expire 12 months from the date of issue.
8.EGVs cannot be redeemed for Cash or Credit, but are transferable.
9.Flipkart.com/QwikCilver Solutions are not responsible if voucher is lost, stolen or used without permission.
10.You can combine and use a maximum of 15 vouchers per order. They can be combined with promotional codes.
11.Flipkart.com//QwikCilver Solutions assumes no responsibility for the products purchased using the EGVs and any liability thereof is expressly disclaimed.
12.Validity of EGVs cannot be extended, new EGVs cannot be provided against the expired/unused Vouchers.
13.In the event the beneficiary/Know Your Customer (KYC) details are found to be incorrect/insufficient, QwikCilver Solutions/Flipkart.com retain the right to cancel the EGV issued.
14.There is no fee or other charges associated with EGV purchase.
15.EGVs cannot be reloaded or resold.
Note:- For any help on how to use the voucher please call on 1800 208 9898.","Visit : https://www.flipkart.com/
Select Gift Cards from the Navigation on the top right of the page.
Select Add Gift Card
Enter Gift Card Code & PIN. Press Add Gift Card To Account
Gift Card Successfully Added to account.","Choose from a wide range of electronics, clothing, footwear, accessories, furnishing, personal care, and more from one of India’s E-commerce giants. Get the right product for you from over 30 million products across 70+ categories to choose from. Use Flipkart gift vouchers and gift cards to get huge discounts on your online shopping.",9ACA4F9D-F998-455A-BAF5-357E43D60954,500,Flipkart INR 500,FKCC500
Flipkart,N/A,N/A,N/A,N/A,N/A,"What Terms & Conditions apply to e-Gift Vouchers?
1.Flipkart.com e-Gift Vouchers (EGV) are issued by QwikCilver Solutions. QwikCilver is a private limited company incorporated under the laws of India, and is the issuer of Gift Cards/Vouchers.
2.The e-Gift Vouchers (EGV) can be redeemed online against Sellers listed on www.flipkart.com only.
3.EGVs can be redeemed by selecting the payment mode as e-Gift Voucher. They can NOT be used to purchase Flipkart First subscriptions.
4.EGVs cannot be used to purchase other EGVs.
5.If the order value exceeds the EGV amount, the balance must be paid by Credit Card/Debit Card/Internet Banking.Cash on Delivery payment option cannot be used to pay the balance amount.
6.If the order value is less than the amount of the EGV, the outstanding balance (after deduction of order value) will reflect under the same EGV.
7.EGVs and their corresponding unused balance will expire 12 months from the date of issue.
8.EGVs cannot be redeemed for Cash or Credit, but are transferable.
9.Flipkart.com/QwikCilver Solutions are not responsible if voucher is lost, stolen or used without permission.
10.You can combine and use a maximum of 15 vouchers per order. They can be combined with promotional codes.
11.Flipkart.com//QwikCilver Solutions assumes no responsibility for the products purchased using the EGVs and any liability thereof is expressly disclaimed.
12.Validity of EGVs cannot be extended, new EGVs cannot be provided against the expired/unused Vouchers.
13.In the event the beneficiary/Know Your Customer (KYC) details are found to be incorrect/insufficient, QwikCilver Solutions/Flipkart.com retain the right to cancel the EGV issued.
14.There is no fee or other charges associated with EGV purchase.
15.EGVs cannot be reloaded or resold.
Note:- For any help on how to use the voucher please call on 1800 208 9898.","Visit : https://www.flipkart.com/
Select Gift Cards from the Navigation on the top right of the page.
Select Add Gift Card
Enter Gift Card Code & PIN. Press Add Gift Card To Account
Gift Card Successfully Added to account.","Choose from a wide range of electronics, clothing, footwear, accessories, furnishing, personal care, and more from one of India’s E-commerce giants. Get the right product for you from over 30 million products across 70+ categories to choose from. Use Flipkart gift vouchers and gift cards to get huge discounts on your online shopping.",04271E7F-A71B-4CEA-8EBB-1186B758070C,1000,Flipkart INR 1000,FKCC1000
Flipkart,N/A,N/A,N/A,N/A,N/A,"What Terms & Conditions apply to e-Gift Vouchers?
1.Flipkart.com e-Gift Vouchers (EGV) are issued by QwikCilver Solutions. QwikCilver is a private limited company incorporated under the laws of India, and is the issuer of Gift Cards/Vouchers.
2.The e-Gift Vouchers (EGV) can be redeemed online against Sellers listed on www.flipkart.com only.
3.EGVs can be redeemed by selecting the payment mode as e-Gift Voucher. They can NOT be used to purchase Flipkart First subscriptions.
4.EGVs cannot be used to purchase other EGVs.
5.If the order value exceeds the EGV amount, the balance must be paid by Credit Card/Debit Card/Internet Banking.Cash on Delivery payment option cannot be used to pay the balance amount.
6.If the order value is less than the amount of the EGV, the outstanding balance (after deduction of order value) will reflect under the same EGV.
7.EGVs and their corresponding unused balance will expire 12 months from the date of issue.
8.EGVs cannot be redeemed for Cash or Credit, but are transferable.
9.Flipkart.com/QwikCilver Solutions are not responsible if voucher is lost, stolen or used without permission.
10.You can combine and use a maximum of 15 vouchers per order. They can be combined with promotional codes.
11.Flipkart.com//QwikCilver Solutions assumes no responsibility for the products purchased using the EGVs and any liability thereof is expressly disclaimed.
12.Validity of EGVs cannot be extended, new EGVs cannot be provided against the expired/unused Vouchers.
13.In the event the beneficiary/Know Your Customer (KYC) details are found to be incorrect/insufficient, QwikCilver Solutions/Flipkart.com retain the right to cancel the EGV issued.
14.There is no fee or other charges associated with EGV purchase.
15.EGVs cannot be reloaded or resold.
Note:- For any help on how to use the voucher please call on 1800 208 9898.","Visit : https://www.flipkart.com/
Select Gift Cards from the Navigation on the top right of the page.
Select Add Gift Card
Enter Gift Card Code & PIN. Press Add Gift Card To Account
Gift Card Successfully Added to account.","Choose from a wide range of electronics, clothing, footwear, accessories, furnishing, personal care, and more from one of India’s E-commerce giants. Get the right product for you from over 30 million products across 70+ categories to choose from. Use Flipkart gift vouchers and gift cards to get huge discounts on your online shopping.",DA96E3AB-79F2-48DC-8965-C1B7AABF3A21,2000,Flipkart INR 2000,FKCC2000
